,Konungs skuggsjá-AM 243 bα fol,Alexanders saga-AM 519 a 4to,Breta sǫgur-AM 573 4to,Trójumanna saga-AM 573 4to,De virtutibus et vitiis-AM 619 4to,Old Norwegian Homily Book-AM 619 4to,"Ór lǽknisbók The fragment is unnamed, but Konráð Gíslason named his edition of the text
                    Úr læknisbók, which is published in Fire og fyrretyve for en stor deel forhen
                    utrykte prøver af oldnordisk sprog og literatur (1860)-AM 655 XXX 4to",1. De xii abusivis saeculi-AM 677 4to,2. Prosper’s Epigrams-AM 677 4to,3. Gregory’s Homilies on the Gospels-AM 677 4to,4. Gregory’s Dialogues-AM 677 4to,Pamphilus saga-DG 4-7,Strengleikar-DG 4–7,Óláfs saga ins helga (legendary version)-DG 8 II,Eddic poems-GKS 2365 4to,Thómass saga erkibiskups-Holm perg 17 4to,Bǿjarlǫg Magnúss Hákonarsonar | Magnus Lagabøtes bylov-Holm perg 34 4to,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-Holm perg 34 4to,Þiðriks saga af Bern (medieval text)-Holm perg 4 fol,Barlaams ok Josaphats saga-Holm perg 6 fol
Konungs skuggsjá-AM 243 bα fol,0.0,0.1109384227727871,0.13396459990059317,0.18108861182514568,0.17754715444669322,0.19666002143322936,0.4668303276455077,0.4338570088068232,0.19882559802925714,0.18964880027133835,0.16705785589464184,0.21854964631605722,0.10114435531556043,0.08012662300831563,0.49321961687442284,0.12800889760130874,0.7371461676151612,0.1729456256326305,0.12441807728499199,0.11417490605893399
Alexanders saga-AM 519 a 4to,0.1109384227727871,4.6629367034256575e-15,0.1038858334932713,0.14512035196110473,0.1746629169478754,0.18453076193295725,0.42165375378734327,0.4065104353085872,0.1949230360899863,0.11305774937045554,0.09901771458805897,0.20093907501191666,0.17323143454834034,0.13376140783693335,0.5369964496823173,0.195405818225021,0.7437519107687178,0.19513549091300963,0.16138586297409396,0.14601043921039658
Breta sǫgur-AM 573 4to,0.13396459990059317,0.1038858334932713,1.7319479184152442e-14,0.0809140713683919,0.20036527503313462,0.15981439175774315,0.35452677433916924,0.4410425691946389,0.28823508160938727,0.1927647022055935,0.15303862009272695,0.1717924000548705,0.10207611102879599,0.10509541311977444,0.49256704222520575,0.20907330714577244,0.7092245821450499,0.2055279609924041,0.10122235728834339,0.07291529903130178
Trójumanna saga-AM 573 4to,0.18108861182514568,0.14512035196110473,0.0809140713683919,2.220446049250313e-16,0.24206211493680363,0.19015163805682123,0.3526713061161928,0.451173171391557,0.3286769776981362,0.2198331358383675,0.17714313974525397,0.19520771747510812,0.13699060537049124,0.13675283839423247,0.5109269743614868,0.2531563641571297,0.7277891942960137,0.2440265443669669,0.1260570461842243,0.09980431312710136
De virtutibus et vitiis-AM 619 4to,0.17754715444669322,0.1746629169478754,0.20036527503313462,0.24206211493680363,9.2148511043888e-15,0.13755062669793572,0.45504207164636645,0.40205617299588603,0.18250699989391939,0.13510827705331585,0.17355782448113877,0.23034261879430817,0.2653163700872856,0.2197316335053352,0.5615487564664972,0.26143471830957854,0.7522063477475852,0.21802201734736815,0.2658373392692813,0.17188530925216494
Old Norwegian Homily Book-AM 619 4to,0.19666002143322936,0.18453076193295725,0.15981439175774315,0.19015163805682123,0.13755062669793572,2.6645352591003757e-15,0.4213451891852159,0.4082655664621915,0.24837164775502674,0.1612806442216137,0.1709826134193243,0.23059613345462215,0.2262173121636365,0.19845596660239373,0.5480209430168572,0.2842215809875407,0.7101907064136747,0.23471119589384404,0.2222940191341225,0.13342635028500682
"Ór lǽknisbók The fragment is unnamed, but Konráð Gíslason named his edition of the text
                    Úr læknisbók, which is published in Fire og fyrretyve for en stor deel forhen
                    utrykte prøver af oldnordisk sprog og literatur (1860)-AM 655 XXX 4to",0.4668303276455077,0.42165375378734327,0.35452677433916924,0.3526713061161928,0.45504207164636645,0.4213451891852159,0.0,0.6294871568193741,0.5314534474520266,0.432189458361282,0.3985285115610918,0.448799263964037,0.41364534964948774,0.4270658536418379,0.6182157088683999,0.5155111041514366,0.8011321775188275,0.43178400776896175,0.3831038287763239,0.3829399343145835
1. De xii abusivis saeculi-AM 677 4to,0.4338570088068232,0.4065104353085872,0.4410425691946389,0.451173171391557,0.40205617299588603,0.4082655664621915,0.6294871568193741,0.0,0.4090652441656477,0.36443823629156247,0.37103093723949776,0.47072076741212854,0.4841405733958025,0.44686042642292734,0.6813236792049014,0.5183258324184539,0.8166532615789552,0.45077866119303345,0.47816649997067684,0.44439747171034205
2. Prosper’s Epigrams-AM 677 4to,0.19882559802925714,0.1949230360899863,0.28823508160938727,0.3286769776981362,0.18250699989391939,0.24837164775502674,0.5314534474520266,0.4090652441656477,0.0,0.16728747117049925,0.18178774032251643,0.3326216328252364,0.34341910730907743,0.27767377623121303,0.6061977151370082,0.32947767120350013,0.7921987707728124,0.24786192436488408,0.3444605673455239,0.29086480781506463
3. Gregory’s Homilies on the Gospels-AM 677 4to,0.18964880027133835,0.11305774937045554,0.1927647022055935,0.2198331358383675,0.13510827705331585,0.1612806442216137,0.432189458361282,0.36443823629156247,0.16728747117049925,0.0,0.05204977364142627,0.23675949261573004,0.26069893832990754,0.21348125100234527,0.5507702346244543,0.2750454543240253,0.7463993814064793,0.2157290887583838,0.25681597017652535,0.2120482172995446
4. Gregory’s Dialogues-AM 677 4to,0.16705785589464184,0.09901771458805897,0.15303862009272695,0.17714313974525397,0.17355782448113877,0.1709826134193243,0.3985285115610918,0.37103093723949776,0.18178774032251643,0.05204977364142627,3.219646771412954e-15,0.23939456469955733,0.21500352538879153,0.17060859687478847,0.5297036909820079,0.26808847948348613,0.7475969167628655,0.20054281085215964,0.2207007860620287,0.19303411743320387
Pamphilus saga-DG 4-7,0.21854964631605722,0.20093907501191666,0.1717924000548705,0.19520771747510812,0.23034261879430817,0.23059613345462215,0.448799263964037,0.47072076741212854,0.3326216328252364,0.23675949261573004,0.23939456469955733,0.0,0.22002694963937686,0.20612810778088486,0.5411673475208973,0.3027539567514854,0.7340509116812552,0.28188198569556644,0.2030540708828228,0.17731655667466228
Strengleikar-DG 4–7,0.10114435531556043,0.17323143454834034,0.10207611102879599,0.13699060537049124,0.2653163700872856,0.2262173121636365,0.41364534964948774,0.4841405733958025,0.34341910730907743,0.26069893832990754,0.21500352538879153,0.22002694963937686,0.0,0.07068332062721872,0.4741874652726772,0.15228625909111182,0.7174892530932833,0.26139199781001876,0.0619147501990307,0.0907225481339945
Óláfs saga ins helga (legendary version)-DG 8 II,0.08012662300831563,0.13376140783693335,0.10509541311977444,0.13675283839423247,0.2197316335053352,0.19845596660239373,0.4270658536418379,0.44686042642292734,0.27767377623121303,0.21348125100234527,0.17060859687478847,0.20612810778088486,0.07068332062721872,9.658940314238862e-15,0.47052721793453167,0.15600688146967634,0.7162729768083416,0.2154074600409388,0.0638829137875393,0.11023237818284481
Eddic poems-GKS 2365 4to,0.49321961687442284,0.5369964496823173,0.49256704222520575,0.5109269743614868,0.5615487564664972,0.5480209430168572,0.6182157088683999,0.6813236792049014,0.6061977151370082,0.5507702346244543,0.5297036909820079,0.5411673475208973,0.4741874652726772,0.47052721793453167,1.1102230246251565e-15,0.543891719119775,0.8206288230700005,0.5564567922350566,0.4658528112432365,0.5114777892715656
Thómass saga erkibiskups-Holm perg 17 4to,0.12800889760130874,0.195405818225021,0.20907330714577244,0.2531563641571297,0.26143471830957854,0.2842215809875407,0.5155111041514366,0.5183258324184539,0.32947767120350013,0.2750454543240253,0.26808847948348613,0.3027539567514854,0.15228625909111182,0.15600688146967634,0.543891719119775,0.0,0.7519444539129638,0.2913457466683077,0.1786982313315335,0.17468729307484865
Bǿjarlǫg Magnúss Hákonarsonar | Magnus Lagabøtes bylov-Holm perg 34 4to,0.7371461676151612,0.7437519107687178,0.70922458214505,0.7277891942960137,0.7522063477475851,0.7101907064136747,0.8011321775188275,0.8166532615789552,0.7921987707728124,0.7463993814064793,0.7475969167628657,0.7340509116812552,0.7174892530932833,0.7162729768083416,0.8206288230700005,0.7519444539129638,0.0,0.6992012702211713,0.7056687868356581,0.6996644356353531
Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-Holm perg 34 4to,0.17294562563262528,0.19513549091300153,0.2055279609923979,0.24402654436696214,0.21802201734736193,0.23471119589383815,0.4317840077689574,0.4507786611930288,0.24786192436487864,0.21572908875837882,0.20054281085215164,0.28188198569556167,0.2613919978100113,0.21540746004093358,0.556456792235053,0.2913457466683035,0.6992012702211687,8.659739592076221e-15,0.23992753296147662,0.22060798058002307
Þiðriks saga af Bern (medieval text)-Holm perg 4 fol,0.12441807728493348,0.16138586297403335,0.10122235728828555,0.12605704618416724,0.2658373392692318,0.22229401913407099,0.383103828776284,0.478166499970643,0.3444605673454827,0.2568159701764817,0.22070078606198074,0.2030540708827724,0.06191475019896464,0.06388291378747102,0.4658528112432022,0.17869823133147889,0.7056687868356389,0.23992753296143332,6.505906924303417e-14,0.10762393801419923
Barlaams ok Josaphats saga-Holm perg 6 fol,0.11417490605891711,0.1460104392103979,0.07291529903129579,0.09980431312709537,0.1718853092521574,0.1334263502849985,0.38293993431457996,0.44439747171033794,0.29086480781506086,0.2120482172995365,0.19303411743320098,0.17731655667465773,0.09072254813399394,0.11023237818283282,0.5114777892715623,0.17468729307483877,0.699664435635351,0.2206079805800244,0.10762393801425063,6.8833827526759706e-15
